,rid,client_id,gender,transcription,reference,split,weight,wer,cer
2297,train_2297,female_3,female, Written words are often easier to understand than spoken words also. This is especially true of addresses which are often difficult to pronounce intelligibly.,written words are often easier to understand than spoken words also this is especially true of addresses which are often difficult to pronounce intelligibly,train,0.07179752066115702,0.0,0.0
2299,train_2299,female_4,female, Advisories are merely a brief summary of the political situation in one country.,advisories are merely a brief summary of the political situation in one country,train,0.06663223140495868,0.0,0.0
2300,train_2300,female_10,female, Not all were supported of the inclusion of the women's ranks.,not all were supportive of the inclusion of the women's ranks,train,0.06611570247933884,0.08333333333333333,0.04838709677419355
2302,train_2302,female_3,female," Only a few airlines still offer bereavement fares, which slightly discount the cost of less minute funeral travel.",only a few airlines still offer bereavement fares which slightly discount the cost of last-minute funeral travel,train,0.07179752066115702,0.05555555555555555,0.017857142857142856
2303,train_2303,female_11,female," The City of Beijing and China will be the host city of the Olympic Winter Games in 2022, which will make it the first city to have hosted both the summer and winter Olympics.",the city of beijing in china will be the host city of the olympic winter games in 2022 which will make it the first city to have hosted both the summer and winter olympics,train,0.06714876033057851,0.029411764705882353,0.011834319526627219
2305,train_2305,female_0,female," Time is something that is all around us and affects everything we do, yet it is difficult to understand.",time is something that is all around us and affects everything we do yet is difficult to understand,train,0.06663223140495868,0.05555555555555555,0.030303030303030304
2308,train_2308,female_5,female," Edgar Vigiller received, Arben Jaweld's wild, Christopher Schneider was left requiring reconstructive surgery for his face.",edgar veguilla received arm and jaw wounds while kristoffer schneider was left requiring reconstructive surgery for his face,train,0.04648760330578512,0.3888888888888889,0.16129032258064516
2309,train_2309,female_12,female," For those willing to sacrifice comfort, time and predictability to push expenses down close to zero, see minimum budget travel.",for those willing to sacrifice comfort time and predictability to push expenses down close to zero see minimum budget travel,train,0.07231404958677685,0.0,0.0
2310,train_2310,female_13,female," Hungle is only purposely invented alphabet in popular daily use. The alphabet was invented in 1444 during the reign of King Sijon, 1418 through 1450.",hangeul is the only purposely invented alphabet in popular daily use. the alphabet was invented in 1444 during the reign of king sejong 1418 – 1450,train,0.07128099173553719,0.16,0.125
2311,train_2311,female_12,female," The modern city of Casa Blanca was founded by Berber Fisherman in the 10th century BCE and was used by the Afianicians, Romans and the Marinids as a strategic port called Anfa.",the modern city of casablanca was founded by berber fishermen in the 10th century bce and was used by the phoenicians romans and the merenids as a strategic port called anfa,train,0.07231404958677685,0.16129032258064516,0.046242774566473986
2313,train_2313,female_2,female," Most have involve people who work with poultry, but there is also some risks to bear with watching.",most have involved people who work with poultry but there is also some risk to birdwatchers,train,0.06921487603305786,0.3125,0.14285714285714285
2314,train_2314,female_3,female," With Armenian backing, a new republic was created. However, no established nation, not even Armenia, officially recognizes it.",with armenian backing a new republic was created however no established nation not even armenia officially recognizes it,train,0.07179752066115702,0.0,0.0
2316,train_2316,female_3,female," Many entire nations are completely fluent in English and even more you can expect a limited knowledge, especially among younger people.",many entire nations are completely fluent in english and in even more you can expect a limited knowledge especially among younger people,train,0.07179752066115702,0.045454545454545456,0.022058823529411766
2317,train_2317,female_6,female," For years later, a patent was granted, which was the first patent issued in the field of MRI.",four years later a patent was granted which was the world's first patent issued in the field of mri,train,0.06301652892561983,0.15,0.12631578947368421
